gene_id,log2FC,p_value,p_adj,gene_symbol
7958396,0.1016804139303477,0.0058302683738525,0.5246768812004515,ASCL4
7919984,0.2607026646766215,0.0064503187853967,0.5277058098215163,SELENBP1
8138647,-0.0812599781094505,0.0059935727111918,0.5277058098215163,C7orf31
7944632,0.0995827184079605,0.0063690381178321,0.5277058098215163,TECTA
8147344,-0.077080415920399,0.0063212713907984,0.5277058098215163,PDP1
8107090,0.0898124258706483,0.0063814683112319,0.5277058098215163,
8142821,0.0805327004975122,0.0061683846904231,0.5277058098215163,KCP
7905018,0.0883714507462691,0.0059589843215958,0.5277058098215163,FLJ37786
8047692,-0.1704205771144264,0.0063609665846523,0.5277058098215163,CTLA4
7940020,0.0999780736318411,0.0060570726243113,0.5277058098215163,
8020068,-0.1274910507462703,0.0061316377782741,0.5277058098215163,ANKRD12
8171024,-0.2032723402985059,0.0060106571711376,0.5277058098215163,
7896387,-0.1082234945273636,0.0064475599814757,0.5277058098215163,
7918313,0.0731869034825853,0.0063670435745124,0.5277058098215163,MYBPHL
8068761,-0.1881552199004961,0.0061629297163631,0.5277058098215163,ABCG1
