,B_cells,T_cells_CD4,T_cells_CD8,T_cells_Treg,NK_cells,Monocytes,Dendritic_cells,Neutrophils,Eosinophils,Basophils,Mast_cells,Platelets
Sample_515,0.045439557398198986,0.07660520713716115,0.10936789080127303,0.0016389124074504121,0.34535884516166676,0.23330890616093936,0.03382053369908298,0.13205289579029728,0.00029602849192312825,0.0005251927418963938,0.0027820054356955805,0.01880402477441498
Sample_517,0.02048870505990061,0.09263076693679849,0.15432314829927987,0.011839522532696102,0.26401964018729673,0.2501480776994597,0.07930414815272095,0.08955643752187374,0.005954500819751409,0.0030972875457344617,0.012080681154843018,0.01655708408964482
Sample_519,0.05470351317037503,0.09340244038795482,0.20468951818006034,0.006352007933906934,0.3053441955186708,0.14158766770340353,0.057723177612813266,0.05603307877495704,0.0016992146444845676,0.0018656996154312786,0.001859242153681257,0.07474024430426106
Sample_521,0.01267446126525791,0.06648304540595237,0.24306952776114935,0.0030196357604200634,0.230312417537709,0.218670541213928,0.06598712777767116,0.07599896238077403,0.00036366066440560505,0.0013087296220750202,0.001078391159078156,0.08103349945157912
Sample_523,0.005896760165679069,0.08544603148508549,0.059428059936752535,0.0029135024749937025,0.1569510708505989,0.23449790306317694,0.1686016628848575,0.18415555638836809,0.00017322551552998252,0.0031697183152339142,0.001565714252987059,0.09720079466673708
Sample_525,0.017917753315758907,0.0715630584117979,0.09481217745214107,0.0075984641808123955,0.09944135549777418,0.38188102516791433,0.08764108002702559,0.1273190583536709,0.00011056760404266342,0.001297872967300046,0.0010190947064814963,0.1093984923152806
Sample_527,0.016124206455061952,0.06670891644342944,0.17577419256554677,0.0051359607933585205,0.23373433250965503,0.30000393974008815,0.06607379902295205,0.07350016529406958,0.0008789534584607634,0.004193898686846123,0.004576221762175841,0.05329541326835584
Sample_529,0.040848344463357,0.07604568352698464,0.10387952091522847,0.004427025147806665,0.17862632435949383,0.3847079233069988,0.06050769426985806,0.07634473191397166,0.0007056830052985818,0.0026002480289294546,0.002828488543020899,0.06847833251905197
Sample_531,0.03193191821114107,0.038731542241513,0.05765786304968278,0.0019217917422229072,0.07299834402042683,0.40461836682120467,0.06955459164820284,0.14720859971866543,0.0011238745882750432,0.004236092877210191,0.0022594454072578825,0.1677575696741973
Sample_564,0.020056407360542518,0.05434615697424361,0.22250747318846584,0.00880567377329708,0.2852323039371109,0.2268939918152347,0.0840069272468908,0.06339944258336058,0.0021715580998892627,0.003382445626582948,0.003412835572734896,0.025784783821646833
Sample_566,0.03223487357460679,0.16972752634711982,0.1419418602354839,0.0021435132133947724,0.1910360830704501,0.21283068291288773,0.05183524923868021,0.04583984810263353,0.0023766627388883835,0.002869556856143508,0.0026548664937396664,0.14450927721597137
